"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"SYS_OBJ_179C","000076d8","Function","Global","User Defined","0","0"
"SYS_OBJ_17AC","000076e8","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1814","00007750","Function","Global","User Defined","1","0"
"SYS_OBJ_181C","00007758","Function","Global","User Defined","1","0"
"SYS_OBJ_1834","00007770","Function","Global","Imported","0","0"
"SYS_OBJ_18D0","0000780c","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1900","0000783c","Instruction Label","Global","Imported","2","0"
"SYS_OBJ_1914","00007850","Function","Global","Imported","0","0"
"SYS_OBJ_1968","000078a4","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_196C","000078a8","Function","Global","User Defined","1","0"
"SYS_OBJ_19A8","000078e4","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_19AC","000078e8","Function","Global","User Defined","1","0"
"SYS_OBJ_19D4","00007910","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1AAC","000079e8","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1B1C","00007a58","Function","Global","User Defined","0","0"
"SYS_OBJ_1B44","00007a80","Function","Global","Imported","0","0"
"SYS_OBJ_1BA8","00007ae4","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1BAC","00007ae8","Function","Global","User Defined","1","0"
"SYS_OBJ_1BE4","00007b20","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1BE8","00007b24","Function","Global","User Defined","0","0"
"SYS_OBJ_1BEC","00007b28","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1C20","00007b5c","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1C50","00007b8c","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1C80","00007bbc","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1CB4","00007bf0","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1CF0","00007c2c","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1D0C","00007c48","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1D58","00007c94","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1D5C","00007c98","Function","Global","User Defined","1","0"
"SYS_OBJ_1D80","00007cbc","Function","Global","Imported","0","0"
"SYS_OBJ_1DDC","00007d18","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1DE0","00007d1c","Function","Global","User Defined","1","0"
"SYS_OBJ_1E18","00007d54","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1E1C","00007d58","Function","Global","User Defined","0","0"
"SYS_OBJ_1E20","00007d5c","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1E54","00007d90","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1E84","00007dc0","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1EB4","00007df0","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1F30","00007e6c","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1F60","00007e9c","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1F70","00007eac","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1F90","00007ecc","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1FDC","00007f18","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_1FE0","00007f1c","Function","Global","User Defined","2","0"
"SYS_OBJ_2000","00007f3c","Function","Global","User Defined","0","0"
"SYS_OBJ_2014","00007f50","Function","Global","User Defined","0","0"
"SYS_OBJ_201C","00007f58","Function","Global","User Defined","0","0"
"SYS_OBJ_2038","00007f74","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2054","00007f90","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_205C","00007f98","Function","Global","User Defined","0","0"
"SYS_OBJ_20A4","00007fe0","Function","Global","User Defined","0","0"
"SYS_OBJ_20D4","00008010","Function","Global","Imported","0","0"
"SYS_OBJ_20F8","00008034","Function","Global","Imported","0","0"
"SYS_OBJ_212C","00008068","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2144","00008080","Function","Global","User Defined","0","0"
"SYS_OBJ_21D8","00008114","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_21E4","00008120","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_221C","00008158","Instruction Label","Global","Imported","3","0"
"SYS_OBJ_2244","00008180","Function","Global","User Defined","0","0"
"SYS_OBJ_2250","0000818c","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2294","000081d0","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_22D8","00008214","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_22FC","00008238","Function","Global","User Defined","0","0"
"SYS_OBJ_238C","000082c8","Function","Global","User Defined","1","0"
"SYS_OBJ_23A8","000082e4","Function","Global","Imported","0","0"
"SYS_OBJ_2420","0000835c","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_245C","00008398","Instruction Label","Global","Imported","2","0"
"SYS_OBJ_247C","000083b8","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2490","000083cc","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2558","00008494","Instruction Label","Global","Imported","3","0"
"SYS_OBJ_25D8","00008514","Instruction Label","Global","Imported","4","0"
"SYS_OBJ_25F4","00008530","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2608","00008544","Function","Global","Imported","0","0"
"SYS_OBJ_2668","000085a4","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2678","000085b4","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_26C4","00008600","Instruction Label","Global","Imported","2","0"
"SYS_OBJ_2710","0000864c","Function","Global","User Defined","1","0"
"SYS_OBJ_2734","00008670","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2744","00008680","Function","Global","Imported","0","0"
"SYS_OBJ_2764","000086a0","Function","Global","User Defined","0","0"
"SYS_OBJ_277C","000086b8","Function","Global","User Defined","0","0"
"SYS_OBJ_27A0","000086dc","Instruction Label","Global","Imported","2","0"
"SYS_OBJ_27B0","000086ec","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_27F8","00008734","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2824","00008760","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2864","000087a0","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2870","000087ac","Function","Global","User Defined","4","0"
"SYS_OBJ_2880","000087bc","Function","Global","Imported","0","0"
"SYS_OBJ_28B4","000087f0","Function","Global","Imported","0","0"
"SYS_OBJ_2908","00008844","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_29E4","00008920","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_29E8","00008924","Function","Global","User Defined","0","0"
"SYS_OBJ_29F8","00008934","Function","Global","User Defined","0","0"
"SYS_OBJ_2A68","000089a4","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2A8C","000089c8","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2A90","000089cc","Function","Global","User Defined","0","0"
"LoadImage2","000089d4","Function","Global","Imported","0","0"
"SYS_OBJ_2AF0","00008a2c","Instruction Label","Global","Imported","2","0"
"SYS_OBJ_2B14","00008a50","Function","Global","User Defined","0","0"
"SYS_OBJ_2B70","00008aac","Instruction Label","Global","Imported","1","0"
"StoreImage2","00008ac0","Function","Global","Imported","0","0"
"SYS_OBJ_2BDC","00008b18","Instruction Label","Global","Imported","2","0"
"SYS_OBJ_2C00","00008b3c","Function","Global","User Defined","0","0"
"SYS_OBJ_2C5C","00008b98","Instruction Label","Global","Imported","1","0"
"MoveImage2","00008bac","Function","Global","Imported","0","0"
"SYS_OBJ_2CD0","00008c0c","Instruction Label","Global","Imported","2","0"
"SYS_OBJ_2CF4","00008c30","Function","Global","User Defined","0","0"
"SYS_OBJ_2D58","00008c94","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2D9C","00008cd8","Function","Global","User Defined","2","0"
"DrawOTag2","00008cf0","Function","Global","User Defined","0","0"
"SYS_OBJ_2DF0","00008d2c","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2E20","00008d5c","Instruction Label","Global","Imported","2","0"
"SYS_OBJ_2E44","00008d80","Function","Global","User Defined","0","0"
"SYS_OBJ_2EA0","00008ddc","Instruction Label","Global","Imported","1","0"
"_GPU_ResetCallback","00008dec","Function","Global","Imported","0","0"
"SYS_OBJ_2ED8","00008e14","Function","Global","User Defined","0","0"
"SYS_OBJ_2EE4","00008e20","Instruction Label","Global","Imported","1","0"
"SYS_OBJ_2EF4","00008e30","Instruction Label","Global","Imported","1","0"
"memcpy","00008e3c","Function","Global","User Defined","0","0"
"printf","00008e4c","Function","Global","User Defined","0","0"
"GPU_cw","00008e5c","Function","Global","User Defined","0","0"
"VSync","00008e9c","Function","Global","User Defined","0","0"
"VSYNC_OBJ_24","00008ec0","Instruction Label","Global","Imported","1","0"
"VSYNC_OBJ_70","00008f0c","Instruction Label","Global","Imported","1","0"
"VSYNC_OBJ_9C","00008f38","Instruction Label","Global","Imported","1","0"
"VSYNC_OBJ_A4","00008f40","Function","Global","User Defined","0","0"
"VSYNC_OBJ_B0","00008f4c","Instruction Label","Global","Imported","1","0"
"VSYNC_OBJ_10C","00008fa8","Instruction Label","Global","Imported","1","0"
"VSYNC_OBJ_124","00008fc0","Instruction Label","Global","Imported","2","0"
"VSYNC_OBJ_13C","00008fd8","Instruction Label","Global","Imported","1","0"
"VSYNC_OBJ_160","00008ffc","Instruction Label","Global","Imported","1","0"
"VSYNC_OBJ_164","00009000","Function","Global","User Defined","0","0"
"VSYNC_OBJ_178","00009014","Function","Global","Imported","0","0"
"VSYNC_OBJ_1A0","0000903c","Instruction Label","Global","Imported","1","0"
"VSYNC_OBJ_1E8","00009084","Instruction Label","Global","Imported","1","0"
"VSYNC_OBJ_200","0000909c","Function","Global","User Defined","1","0"
"ChangeClearPAD","000090cc","Function","Global","User Defined","0","0"
"ChangeClearRCnt","000090dc","Function","Global","User Defined","0","0"
"ResetCallback","000090ec","Function","Global","User Defined","0","0"
"InterruptCallback","0000911c","Function","Global","Imported","0","0"
"DMACallback","0000914c","Function","Global","Imported","0","0"
"VSyncCallback","0000917c","Function","Global","Imported","0","0"
"VSyncCallbacks","000091b0","Function","Global","Imported","0","0"
"StopCallback","000091e0","Function","Global","Imported","0","0"
"RestartCallback","00009210","Function","Global","Imported","0","0"
"CheckCallback","00009240","Function","Global","User Defined","0","0"
"GetIntrMask","00009250","Function","Global","User Defined","0","0"
"SetIntrMask","00009268","Function","Global","User Defined","0","0"
"INTR_OBJ_194","00009280","Function","Global","Imported","0","0"
"INTR_OBJ_20C","000092f8","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_25C","00009348","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_26C","00009358","Function","Global","Imported","0","0"
"INTR_OBJ_2C4","000093b0","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_300","000093ec","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_30C","000093f8","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_348","00009434","Instruction Label","Global","Imported","2","0"
"INTR_OBJ_35C","00009448","Instruction Label","Global","Imported","2","0"
"INTR_OBJ_38C","00009478","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_408","000094f4","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_410","000094fc","Function","Global","User Defined","1","0"
"INTR_OBJ_43C","00009528","Function","Global","Imported","0","0"
"INTR_OBJ_4CC","000095b8","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_4EC","000095d8","Function","Global","User Defined","0","0"
"INTR_OBJ_510","000095fc","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_528","00009614","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_540","0000962c","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_550","0000963c","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_560","0000964c","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_564","00009650","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_584","00009670","Function","Global","Imported","0","0"
"INTR_OBJ_614","00009700","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_624","00009710","Function","Global","Imported","0","0"
"INTR_OBJ_688","00009774","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_68C","00009778","Function","Global","User Defined","0","0"
"INTR_OBJ_69C","00009788","Function","Global","User Defined","0","0"
"INTR_OBJ_6A8","00009794","Instruction Label","Global","Imported","1","0"
"INTR_OBJ_6B8","000097a4","Instruction Label","Global","Imported","1","0"
"ReturnFromException","000097cc","Function","Global","User Defined","0","0"
"ResetEntryInt","000097dc","Function","Global","User Defined","0","0"
"HookEntryInt","000097ec","Function","Global","User Defined","0","0"
"startIntrVSync","000097fc","Function","Global","User Defined","0","0"
"INTR_VB_OBJ_58","00009854","Function","Global","Imported","0","0"
"INTR_VB_OBJ_88","00009884","Instruction Label","Global","Imported","1","0"
"INTR_VB_OBJ_A0","0000989c","Instruction Label","Global","Imported","1","0"
"INTR_VB_OBJ_C4","000098c0","Function","Global","User Defined","0","0"
"INTR_VB_OBJ_E8","000098e4","Instruction Label","Global","Imported","1","0"
"INTR_VB_OBJ_F0","000098ec","Function","Global","User Defined","0","0"
"INTR_VB_OBJ_FC","000098f8","Instruction Label","Global","Imported","1","0"
"INTR_VB_OBJ_10C","00009908","Instruction Label","Global","Imported","1","0"
"startIntrDMA","0000991c","Function","Global","Imported","0","0"
"INTR_DMA_OBJ_4C","00009968","Function","Global","Imported","0","0"
"INTR_DMA_OBJ_A0","000099bc","Instruction Label","Global","Imported","1","0"
"INTR_DMA_OBJ_AC","000099c8","Instruction Label","Global","Imported","1","0"
"INTR_DMA_OBJ_F4","00009a10","Instruction Label","Global","Imported","2","0"
"INTR_DMA_OBJ_104","00009a20","Instruction Label","Global","Imported","2","0"
"INTR_DMA_OBJ_128","00009a44","Instruction Label","Global","Imported","1","0"
"INTR_DMA_OBJ_160","00009a7c","Instruction Label","Global","Imported","1","0"
"INTR_DMA_OBJ_174","00009a90","Instruction Label","Global","Imported","0","0"
"INTR_DMA_OBJ_1A8","00009ac4","Instruction Label","Global","Imported","1","0"
"INTR_DMA_OBJ_1CC","00009ae8","Function","Global","User Defined","0","0"
"INTR_DMA_OBJ_234","00009b50","Instruction Label","Global","Imported","1","0"
"INTR_DMA_OBJ_270","00009b8c","Function","Global","User Defined","1","0"
"INTR_DMA_OBJ_278","00009b94","Function","Global","User Defined","0","0"
"INTR_DMA_OBJ_284","00009ba0","Instruction Label","Global","Imported","1","0"
"INTR_DMA_OBJ_294","00009bb0","Instruction Label","Global","Imported","1","0"
"SsUtReverbOff","00009bec","Function","Global","Imported","0","0"
"FUN_00009c0c","00009c0c","Function","Global","Default","0","0"
"FUN_00009cd4","00009cd4","Function","Global","Default","0","0"
"FUN_00009d2c","00009d2c","Function","Global","Default","0","0"
"FUN_00009d5c","00009d5c","Function","Global","Default","0","0"
"FUN_00009d8c","00009d8c","Function","Global","Default","0","0"
"FUN_00009e24","00009e24","Function","Global","Default","0","0"
"FUN_00009ef0","00009ef0","Function","Global","Default","0","0"
"FUN_00009f10","00009f10","Function","Global","Default","0","0"
"FUN_00009f7c","00009f7c","Function","Global","Default","0","0"
"FUN_0000a134","0000a134","Function","Global","Default","0","0"
"FUN_0000a18c","0000a18c","Function","Global","Default","0","0"
"FUN_0000a1f0","0000a1f0","Function","Global","Default","0","0"
"FUN_0000a268","0000a268","Function","Global","Default","0","0"
"strcpy","0000a2c4","Function","Global","User Defined","0","0"
"strlen","0000a2d4","Function","Global","User Defined","0","0"
"Exec","0000a2e4","Function","Global","User Defined","0","0"
"SetRCnt","0000a304","Function","Global","User Defined","0","0"
"COUNTER_OBJ_18","0000a31c","Instruction Label","Global","Imported","1","0"
"COUNTER_OBJ_48","0000a34c","Instruction Label","Global","Imported","1","0"
"COUNTER_OBJ_58","0000a35c","Instruction Label","Global","Imported","1","0"
"COUNTER_OBJ_74","0000a378","Function","Global","User Defined","3","0"
"COUNTER_OBJ_80","0000a384","Instruction Label","Global","Imported","1","0"
"COUNTER_OBJ_94","0000a398","Function","Global","User Defined","0","0"
"GetRCnt","0000a3a0","Function","Global","User Defined","0","0"
"COUNTER_OBJ_C8","0000a3cc","Instruction Label","Global","Imported","1","0"
"COUNTER_OBJ_CC","0000a3d0","Function","Global","User Defined","0","0"
"StartRCnt","0000a3d8","Function","Global","User Defined","0","0"
"StopRCnt","0000a408","Function","Global","User Defined","0","0"
"ResetRCnt","0000a43c","Function","Global","User Defined","0","0"
"COUNTER_OBJ_160","0000a464","Instruction Label","Global","Imported","1","0"
"COUNTER_OBJ_164","0000a468","Function","Global","User Defined","0","0"
